epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,4295.42,0.94038,1.19569,0.9878,0.82611,0.67893,0.7529,0.45424,1.53414,2.02703,1.2661,0.004006,0.004006,0.004006
182,4319.21,0.94424,1.17956,0.98463,0.8025,0.66273,0.73833,0.44284,1.53657,2.03162,1.26564,0.0039727,0.0039727,0.0039727
183,4342.92,0.95203,1.2096,0.99224,0.82377,0.6525,0.73865,0.44804,1.53566,2.07567,1.26298,0.0039394,0.0039394,0.0039394
184,4366.72,0.9488,1.20431,0.99137,0.75633,0.7071,0.73783,0.43934,1.53377,2.04804,1.25841,0.0039061,0.0039061,0.0039061
185,4390.42,0.93858,1.18658,0.99326,0.80562,0.67007,0.74402,0.44238,1.55228,2.06122,1.27559,0.0038728,0.0038728,0.0038728
186,4414.23,0.94577,1.19807,0.98955,0.77433,0.69765,0.75045,0.44466,1.55656,2.05925,1.28248,0.0038395,0.0038395,0.0038395
187,4437.95,0.94534,1.20122,0.99337,0.80599,0.66252,0.75085,0.44432,1.53825,2.06244,1.27051,0.0038062,0.0038062,0.0038062
188,4461.7,0.95168,1.20579,0.99259,0.74963,0.71849,0.75186,0.4484,1.54544,2.03755,1.27297,0.0037729,0.0037729,0.0037729
189,4485.48,0.95348,1.20599,0.99468,0.83806,0.6422,0.74958,0.45286,1.53756,2.03179,1.26738,0.0037396,0.0037396,0.0037396
190,4509.18,0.9308,1.16926,0.98461,0.83434,0.64066,0.74489,0.44984,1.53579,2.01945,1.26835,0.0037063,0.0037063,0.0037063
191,4532.95,0.94044,1.1743,0.98793,0.81905,0.65589,0.75203,0.45362,1.54531,2.0334,1.27319,0.003673,0.003673,0.003673
192,4556.73,0.93889,1.17831,0.98627,0.82049,0.64751,0.74267,0.45085,1.5453,2.01911,1.27522,0.0036397,0.0036397,0.0036397
193,4580.57,0.92969,1.17102,0.98404,0.78526,0.68086,0.73818,0.45215,1.53993,2.04951,1.2701,0.0036064,0.0036064,0.0036064
194,4604.93,0.9322,1.1636,0.98197,0.78531,0.69495,0.74996,0.45488,1.5397,1.97277,1.27314,0.0035731,0.0035731,0.0035731
195,4628.71,0.92999,1.16141,0.98037,0.8305,0.6733,0.75415,0.45764,1.541,1.99713,1.26605,0.0035398,0.0035398,0.0035398
196,4652.51,0.94793,1.19809,0.9898,0.80602,0.68957,0.75818,0.45349,1.55587,2.03358,1.27766,0.0035065,0.0035065,0.0035065
197,4676.22,0.92032,1.16564,0.9787,0.77323,0.69827,0.75679,0.45428,1.55858,1.99401,1.27719,0.0034732,0.0034732,0.0034732
198,4699.88,0.92065,1.16613,0.98319,0.82333,0.65723,0.76196,0.45726,1.55345,1.97382,1.27409,0.0034399,0.0034399,0.0034399
199,4723.76,0.91063,1.13953,0.97395,0.83414,0.68205,0.7711,0.46101,1.54622,1.98191,1.27146,0.0034066,0.0034066,0.0034066
200,4747.54,0.92412,1.16452,0.98023,0.82263,0.67094,0.76297,0.45344,1.54496,2.01343,1.27591,0.0033733,0.0033733,0.0033733
201,4771.54,0.91409,1.16109,0.98146,0.78977,0.70001,0.76371,0.45589,1.54857,2.00528,1.27792,0.00334,0.00334,0.00334
202,4795.42,0.91448,1.1448,0.97748,0.78721,0.69663,0.76428,0.45483,1.53927,1.99606,1.26822,0.0033067,0.0033067,0.0033067
203,4819.16,0.92781,1.16545,0.9892,0.77308,0.70666,0.7626,0.45754,1.53527,1.97606,1.26432,0.0032734,0.0032734,0.0032734
204,4842.88,0.92005,1.15481,0.9792,0.77566,0.70362,0.75879,0.45498,1.55047,1.98766,1.27465,0.0032401,0.0032401,0.0032401
205,4866.61,0.93441,1.17577,0.9829,0.77324,0.7078,0.75292,0.45219,1.54471,2.0147,1.26836,0.0032068,0.0032068,0.0032068
206,4890.29,0.90501,1.14566,0.97666,0.80421,0.70334,0.75968,0.45382,1.53676,1.96422,1.26231,0.0031735,0.0031735,0.0031735
207,4914.01,0.9198,1.1478,0.97515,0.79841,0.69229,0.76071,0.45885,1.53569,1.98613,1.26281,0.0031402,0.0031402,0.0031402
208,4937.74,0.91668,1.1471,0.98115,0.78171,0.72255,0.7628,0.45292,1.53087,1.99456,1.26055,0.0031069,0.0031069,0.0031069
209,4961.81,0.91368,1.15008,0.98255,0.81164,0.69024,0.76014,0.45979,1.52428,1.9756,1.25841,0.0030736,0.0030736,0.0030736
210,4985.53,0.91641,1.15632,0.98274,0.78033,0.71839,0.75843,0.46103,1.52721,1.98186,1.2611,0.0030403,0.0030403,0.0030403
211,5009.21,0.90803,1.14649,0.974,0.82441,0.68008,0.75977,0.45916,1.52536,1.98759,1.26332,0.003007,0.003007,0.003007
212,5033.18,0.88956,1.10992,0.96813,0.80264,0.69944,0.76098,0.4573,1.52793,1.99272,1.2592,0.0029737,0.0029737,0.0029737
213,5056.84,0.90488,1.14298,0.97522,0.83298,0.65547,0.75859,0.45686,1.51897,1.9741,1.25703,0.0029404,0.0029404,0.0029404
214,5080.82,0.91208,1.14851,0.97888,0.72834,0.72496,0.75398,0.45154,1.5218,1.99931,1.25705,0.0029071,0.0029071,0.0029071
215,5104.56,0.89674,1.12541,0.96988,0.77774,0.69949,0.75189,0.45557,1.52832,1.99249,1.25763,0.0028738,0.0028738,0.0028738
216,5128.23,0.91208,1.15435,0.98243,0.73476,0.72164,0.75606,0.45458,1.5223,2.0104,1.25666,0.0028405,0.0028405,0.0028405
217,5151.92,0.91551,1.14263,0.97637,0.79351,0.66863,0.74963,0.44793,1.52309,2.04851,1.25783,0.0028072,0.0028072,0.0028072
218,5175.68,0.90113,1.12238,0.96873,0.76992,0.70282,0.75156,0.44434,1.53403,2.0616,1.26351,0.0027739,0.0027739,0.0027739
219,5199.5,0.90583,1.13223,0.97407,0.75748,0.69833,0.74996,0.45187,1.52482,2.06068,1.25558,0.0027406,0.0027406,0.0027406
220,5223.24,0.92117,1.15047,0.97721,0.75901,0.71766,0.75402,0.45532,1.52353,2.01852,1.25489,0.0027073,0.0027073,0.0027073
221,5246.93,0.91532,1.16536,0.9823,0.82275,0.66552,0.75307,0.45293,1.5276,2.00074,1.25655,0.002674,0.002674,0.002674
222,5271.18,0.90755,1.13373,0.97378,0.8231,0.67702,0.75546,0.46008,1.51797,1.99606,1.2537,0.0026407,0.0026407,0.0026407
223,5294.92,0.89018,1.11278,0.9718,0.78167,0.69614,0.76094,0.45824,1.51955,1.9871,1.25667,0.0026074,0.0026074,0.0026074
224,5318.96,0.90397,1.13343,0.97396,0.76422,0.70785,0.76153,0.46028,1.51916,1.98166,1.25826,0.0025741,0.0025741,0.0025741
225,5342.68,0.8813,1.1045,0.97154,0.76802,0.70452,0.76588,0.4635,1.51605,1.98529,1.25866,0.0025408,0.0025408,0.0025408
226,5366.51,0.88585,1.0962,0.96918,0.7821,0.70309,0.76625,0.45974,1.5237,1.97776,1.26498,0.0025075,0.0025075,0.0025075
227,5390.45,0.89095,1.12502,0.97445,0.80346,0.66735,0.76619,0.45796,1.52778,1.99506,1.26281,0.0024742,0.0024742,0.0024742
228,5414.18,0.8747,1.09334,0.96639,0.75118,0.70128,0.75658,0.45963,1.52971,1.99127,1.26353,0.0024409,0.0024409,0.0024409
229,5437.92,0.89012,1.10945,0.97013,0.79678,0.66563,0.75809,0.45784,1.53314,1.98255,1.26811,0.0024076,0.0024076,0.0024076
230,5461.62,0.87701,1.0952,0.9644,0.77905,0.68802,0.75412,0.45659,1.54046,1.99691,1.27184,0.0023743,0.0023743,0.0023743
231,5485.3,0.87681,1.09383,0.9655,0.80949,0.65694,0.75041,0.45994,1.52384,1.99349,1.2638,0.002341,0.002341,0.002341
232,5509.01,0.88311,1.11459,0.97162,0.76439,0.69113,0.7521,0.46185,1.51946,1.9994,1.25876,0.0023077,0.0023077,0.0023077
233,5532.71,0.8953,1.13484,0.97545,0.76477,0.68678,0.75033,0.46029,1.52351,2.00531,1.26058,0.0022744,0.0022744,0.0022744
234,5556.4,0.88139,1.10905,0.9676,0.77535,0.68939,0.75455,0.46001,1.5223,2.01597,1.25608,0.0022411,0.0022411,0.0022411
235,5580.49,0.88764,1.11107,0.97473,0.79224,0.68914,0.75922,0.46078,1.52332,2.00698,1.2569,0.0022078,0.0022078,0.0022078
236,5604.31,0.88127,1.11312,0.97649,0.7933,0.6928,0.76081,0.45608,1.51767,1.99718,1.25639,0.0021745,0.0021745,0.0021745
237,5628.59,0.87832,1.10688,0.96959,0.76303,0.70455,0.75625,0.45551,1.51712,1.9983,1.25789,0.0021412,0.0021412,0.0021412
238,5652.56,0.86768,1.07622,0.96063,0.74903,0.71968,0.75641,0.45572,1.51888,1.98971,1.25896,0.0021079,0.0021079,0.0021079
239,5676.2,0.88751,1.09653,0.96557,0.76833,0.70432,0.75048,0.45464,1.51865,1.99784,1.26008,0.0020746,0.0020746,0.0020746
240,5699.85,0.87165,1.09463,0.96269,0.77963,0.69591,0.7519,0.45704,1.51968,1.98725,1.26292,0.0020413,0.0020413,0.0020413
241,5723.49,0.87522,1.08405,0.96543,0.76046,0.72354,0.7545,0.45849,1.51931,1.97974,1.26287,0.002008,0.002008,0.002008
242,5747.12,0.87332,1.08675,0.96446,0.78549,0.6926,0.75164,0.45804,1.52232,1.98549,1.26613,0.0019747,0.0019747,0.0019747
243,5770.77,0.8724,1.0747,0.96422,0.75716,0.72775,0.7536,0.45369,1.51949,1.98651,1.26713,0.0019414,0.0019414,0.0019414
244,5794.33,0.86755,1.07258,0.96151,0.77653,0.70817,0.74917,0.45286,1.51847,1.9741,1.26448,0.0019081,0.0019081,0.0019081
245,5818.42,0.86931,1.08916,0.96248,0.77538,0.7076,0.75422,0.45527,1.51673,1.97589,1.26357,0.0018748,0.0018748,0.0018748
246,5842.11,0.8711,1.08783,0.96512,0.77156,0.7128,0.75604,0.4569,1.51578,1.96838,1.26626,0.0018415,0.0018415,0.0018415
247,5865.78,0.88639,1.10237,0.97088,0.77439,0.71871,0.76114,0.45955,1.51494,1.95905,1.2661,0.0018082,0.0018082,0.0018082
248,5889.45,0.85564,1.0506,0.95661,0.77492,0.72106,0.76204,0.46326,1.51298,1.95574,1.26147,0.0017749,0.0017749,0.0017749
249,5913.05,0.85665,1.06859,0.95713,0.79561,0.7084,0.76227,0.46247,1.51754,1.97276,1.26578,0.0017416,0.0017416,0.0017416
250,5936.69,0.85897,1.06024,0.95743,0.77395,0.72674,0.76519,0.46388,1.51404,1.96716,1.26721,0.0017083,0.0017083,0.0017083
251,5960.46,0.8606,1.06328,0.95627,0.78024,0.72213,0.76316,0.46418,1.51678,1.98122,1.26857,0.001675,0.001675,0.001675
252,5984.29,0.86173,1.06201,0.95668,0.81247,0.69111,0.76183,0.46246,1.52067,1.95474,1.26788,0.0016417,0.0016417,0.0016417
253,6008.27,0.87161,1.07736,0.96974,0.81396,0.68285,0.76112,0.46164,1.52154,1.97804,1.26925,0.0016084,0.0016084,0.0016084
254,6031.96,0.87913,1.11086,0.96788,0.80787,0.68425,0.76095,0.45979,1.51854,1.98294,1.26503,0.0015751,0.0015751,0.0015751
255,6055.83,0.85501,1.06951,0.96182,0.78978,0.69546,0.76108,0.46052,1.52158,1.9756,1.26377,0.0015418,0.0015418,0.0015418
256,6079.5,0.85533,1.06298,0.95909,0.74868,0.71632,0.7582,0.46277,1.52124,1.98485,1.26488,0.0015085,0.0015085,0.0015085
257,6103.13,0.86251,1.08497,0.96314,0.74428,0.71967,0.75834,0.46133,1.52412,1.98777,1.26806,0.0014752,0.0014752,0.0014752
258,6127.38,0.8684,1.08107,0.9617,0.74393,0.73,0.76097,0.46074,1.52725,1.99211,1.26841,0.0014419,0.0014419,0.0014419
259,6150.99,0.83808,1.04945,0.95548,0.75844,0.71397,0.76109,0.45916,1.52863,1.98705,1.26769,0.0014086,0.0014086,0.0014086
260,6174.87,0.84941,1.05513,0.9591,0.75591,0.71296,0.75944,0.45833,1.53185,1.99427,1.27317,0.0013753,0.0013753,0.0013753
261,6198.46,0.85453,1.05912,0.95987,0.75098,0.72472,0.75981,0.45882,1.5257,2.00062,1.27045,0.001342,0.001342,0.001342
262,6222.12,0.84509,1.04195,0.95525,0.76662,0.72591,0.76189,0.46067,1.5259,1.98557,1.27038,0.0013087,0.0013087,0.0013087
263,6246.26,0.84913,1.06229,0.95874,0.78601,0.71944,0.76498,0.4619,1.52637,1.9883,1.27037,0.0012754,0.0012754,0.0012754
264,6270.01,0.84139,1.0335,0.95294,0.77201,0.72027,0.76406,0.46232,1.52717,1.9964,1.27114,0.0012421,0.0012421,0.0012421
265,6293.81,0.83891,1.04312,0.95439,0.77434,0.72841,0.76376,0.46147,1.52352,2.00064,1.26902,0.0012088,0.0012088,0.0012088
266,6318.27,0.8451,1.0486,0.95815,0.76748,0.73721,0.76325,0.46092,1.51956,1.98347,1.26693,0.0011755,0.0011755,0.0011755
267,6341.86,0.83887,1.0398,0.95411,0.80624,0.68564,0.7628,0.45996,1.51684,1.96963,1.26457,0.0011422,0.0011422,0.0011422
268,6365.96,0.84427,1.03832,0.95542,0.78988,0.69578,0.76003,0.46263,1.51331,1.96484,1.26126,0.0011089,0.0011089,0.0011089
269,6389.65,0.83888,1.04243,0.95665,0.79479,0.70395,0.75865,0.4602,1.51321,1.96506,1.26089,0.0010756,0.0010756,0.0010756
270,6413.89,0.84773,1.04991,0.95769,0.79959,0.69735,0.75999,0.4589,1.51467,1.96712,1.25835,0.0010423,0.0010423,0.0010423
271,6438.01,0.84628,1.06303,0.9572,0.77019,0.72219,0.75763,0.45578,1.51754,1.97589,1.26048,0.001009,0.001009,0.001009
272,6461.88,0.83398,1.03041,0.95209,0.76211,0.72101,0.75856,0.45729,1.52016,1.97614,1.26117,0.0009757,0.0009757,0.0009757
273,6486.46,0.84108,1.03862,0.95141,0.76109,0.71371,0.75669,0.45737,1.51648,1.96802,1.25964,0.0009424,0.0009424,0.0009424
274,6510.32,0.85743,1.05538,0.95736,0.77603,0.70973,0.75902,0.45837,1.51306,1.97287,1.25797,0.0009091,0.0009091,0.0009091
275,6534.31,0.83677,1.03492,0.95674,0.75824,0.72113,0.76001,0.45964,1.5136,1.98562,1.25801,0.0008758,0.0008758,0.0008758
276,6558.04,0.83561,1.0464,0.95445,0.75765,0.72535,0.75789,0.45859,1.51435,1.99656,1.25794,0.0008425,0.0008425,0.0008425
277,6582.54,0.84057,1.04083,0.95518,0.76402,0.72579,0.75653,0.45941,1.51323,1.99061,1.25643,0.0008092,0.0008092,0.0008092
278,6606.22,0.81348,0.99825,0.94328,0.75851,0.72052,0.75772,0.46095,1.51421,1.97839,1.25808,0.0007759,0.0007759,0.0007759
279,6629.89,0.83893,1.03738,0.95116,0.77278,0.7022,0.76198,0.46213,1.51706,1.97982,1.25971,0.0007426,0.0007426,0.0007426
280,6653.64,0.8425,1.03491,0.95228,0.803,0.69395,0.76244,0.46041,1.51908,1.98466,1.26062,0.0007093,0.0007093,0.0007093
281,6677.3,0.83383,1.02952,0.95238,0.81236,0.6794,0.76149,0.46016,1.52116,1.9901,1.26287,0.000676,0.000676,0.000676
282,6700.97,0.82318,1.01534,0.94821,0.80535,0.70774,0.76261,0.46171,1.5195,1.98114,1.26297,0.0006427,0.0006427,0.0006427
283,6724.91,0.83749,1.03225,0.95078,0.78756,0.71403,0.76073,0.46011,1.517,1.98796,1.26256,0.0006094,0.0006094,0.0006094
284,6748.74,0.84428,1.05681,0.95719,0.79525,0.71055,0.75907,0.45859,1.51629,1.98356,1.26339,0.0005761,0.0005761,0.0005761
285,6772.62,0.83775,1.03989,0.95624,0.79018,0.70982,0.75797,0.45933,1.51583,1.98511,1.26249,0.0005428,0.0005428,0.0005428
286,6798.75,0.68791,0.754,0.8751,0.79848,0.68796,0.75246,0.45382,1.51544,1.98157,1.26597,0.0005095,0.0005095,0.0005095
287,6822.7,0.6666,0.71288,0.86829,0.83842,0.66054,0.75013,0.45176,1.51506,1.97425,1.26757,0.0004762,0.0004762,0.0004762
288,6852.38,0.66532,0.71075,0.86932,0.76635,0.71303,0.74975,0.45337,1.5158,1.97045,1.26758,0.0004429,0.0004429,0.0004429
289,6875.54,0.65546,0.69786,0.86326,0.7848,0.71439,0.75113,0.45377,1.51859,1.96873,1.27068,0.0004096,0.0004096,0.0004096
290,6898.69,0.65259,0.69946,0.86592,0.78874,0.70731,0.75082,0.45506,1.51931,1.97577,1.27061,0.0003763,0.0003763,0.0003763
291,6921.86,0.64535,0.69265,0.86147,0.79535,0.69514,0.74967,0.45191,1.52161,1.97753,1.27229,0.000343,0.000343,0.000343
292,6945.08,0.64209,0.6864,0.8619,0.80558,0.68696,0.75089,0.45508,1.52439,1.98042,1.27452,0.0003097,0.0003097,0.0003097
293,6968.31,0.63818,0.68289,0.86173,0.80059,0.69443,0.75121,0.45506,1.52802,1.99053,1.27726,0.0002764,0.0002764,0.0002764
294,6991.52,0.63696,0.68363,0.86391,0.79515,0.70157,0.75211,0.45574,1.5284,1.99407,1.27862,0.0002431,0.0002431,0.0002431
295,7014.75,0.63088,0.6723,0.86102,0.78545,0.70323,0.75037,0.4542,1.52805,1.99178,1.27852,0.0002098,0.0002098,0.0002098
296,7038.22,0.64304,0.68761,0.86543,0.79193,0.70155,0.75337,0.45655,1.52739,1.99283,1.27776,0.0001765,0.0001765,0.0001765
297,7061.43,0.63156,0.67806,0.86201,0.79275,0.69387,0.75184,0.45556,1.52683,1.99388,1.27752,0.0001432,0.0001432,0.0001432
298,7084.83,0.63269,0.68279,0.85947,0.80441,0.68529,0.74807,0.45714,1.52643,1.99785,1.27731,0.0001099,0.0001099,0.0001099
299,7108.09,0.63143,0.6745,0.85631,0.80377,0.68327,0.74784,0.45648,1.52603,1.99919,1.27709,7.66e-05,7.66e-05,7.66e-05
300,7131.35,0.63096,0.67244,0.86007,0.80509,0.68186,0.74948,0.45541,1.52717,2.00128,1.27788,4.33e-05,4.33e-05,4.33e-05
